,0
1122,4934536.0
1123,45179250.0
1124,3552976.2
1125,11485552.0
1126,15068482.0
1127,8731513.0
1128,23855044.0
1129,23703890.0
1130,6721091.0
1131,19015414.0
1132,5103248.0
1133,45865360.0
1134,62661690.0
1135,20461022.0
1136,35492504.0
1137,5032043.0
1138,7897924.5
1139,29542996.0
1140,18489260.0
1141,1825034.0
1142,55701004.0
1143,16040091.0
1144,5236563.5
1145,5513242.5
1146,5137491.5
1147,3891104.0
1148,6011563.5
1149,6539134.0
1150,3893276.5
1151,7745005.0
1152,12136448.0
1153,5749189.0
1154,12950326.0
1155,30826944.0
1156,8381835.0
1157,10971154.0
1158,8217353.0
1159,3352737.5
1160,6306116.5
1161,13442191.0
1162,18803252.0
1163,5942247.5
1164,12612729.0
1165,2296058.8
1166,6179419.0
1167,13284762.0
1168,3696716.5
1169,59932132.0
1170,30281948.0
1171,1728789.5
1172,45515796.0
1173,6632991.0
1174,4164457.0
1175,10744604.0
1176,3988417.0
1177,996247.5
1178,48633650.0
1179,24424742.0
1180,9124409.0
1181,3871494.8
1182,8150285.5
1183,37921190.0
1184,33260678.0
1185,62655276.0
1186,25189220.0
1187,15160223.0
1188,5801024.0
1189,1684599.8
1190,9853399.0
1191,902443.6
1192,21150698.0
1193,44214040.0
1194,6660552.0
1195,6317592.0
1196,5825096.0
1197,27290020.0
1198,36989164.0
1199,26532524.0
1200,20053960.0
1201,1817508.4
1202,6972366.0
1203,1256529.2
1204,9320854.0
1205,1801882.6
1206,36595340.0
1207,13937598.0
1208,4421375.0
1209,21838590.0
1210,24460780.0
1211,739344.94
1212,40810004.0
1213,48883716.0
1214,13520890.0
1215,51883360.0
1216,28304772.0
1217,6893760.0
1218,3127793.0
1219,28334064.0
1220,10607126.0
1221,13685796.0
1222,4292612.0
1223,5350535.5
1224,8090502.0
1225,49166480.0
1226,28754864.0
1227,40922070.0
1228,4143153.5
1229,33347128.0
1230,8056695.5
1231,8328025.0
1232,5475197.0
1233,32801436.0
1234,9831314.0
1235,12843270.0
1236,32108042.0
1237,9096855.0
1238,4069480.5
1239,3844470.8
1240,2081989.2
1241,9231907.0
1242,33913690.0
1243,9310502.0
1244,11488695.0
1245,23253536.0
1246,31622132.0
1247,6693786.0
1248,44091260.0
1249,6840931.5
1250,25916396.0
1251,31333548.0
1252,30073996.0
1253,28251146.0
1254,28409716.0
1255,16857548.0
1256,3209446.5
1257,6917065.0
1258,9689097.0
1259,12342473.0
1260,2685054.0
1261,26062702.0
1262,3061151.8
1263,1542935.5
1264,16962342.0
1265,11206368.0
1266,60978700.0
1267,4015593.0
1268,7573574.0
1269,18024740.0
1270,38388350.0
1271,25331626.0
1272,12287613.0
1273,5869832.0
1274,10486535.0
1275,13706690.0
1276,14755607.0
1277,42552600.0
1278,11271376.0
1279,10306525.0
1280,42027110.0
1281,22083204.0
1282,37040930.0
1283,5644382.0
1284,29570212.0
1285,23306000.0
1286,41355976.0
1287,9519918.0
1288,1407845.9
1289,39993624.0
1290,6360668.0
1291,15604278.0
1292,9221359.0
1293,16134117.0
1294,8123904.0
1295,35687090.0
1296,5011389.0
1297,46163936.0
1298,5411067.0
1299,14277484.0
1300,10123836.0
1301,22745118.0
1302,31810486.0
1303,12752848.0
1304,37181536.0
1305,4191133.0
1306,3299584.5
1307,37980630.0
1308,22783596.0
1309,31863768.0
1310,39409536.0
1311,5384022.0
1312,7871592.5
1313,1779199.4
1314,2806616.8
1315,17328996.0
1316,5411452.0
1317,14907489.0
1318,8782560.0
1319,6152315.5
1320,2949713.2
1321,27665854.0
1322,1424104.0
1323,31466460.0
1324,4100913.0
1325,22372216.0
1326,420353.97
1327,39803610.0
1328,31684294.0
1329,20869932.0
1330,18153804.0
1331,4660563.0
1332,20206116.0
1333,14332908.0
1334,14289849.0
1335,11936625.0
1336,11804870.0
1337,38848840.0
1338,5646758.5
1339,35646316.0
1340,8736726.0
1341,1573538.5
1342,30143008.0
1343,457661.88
1344,54423764.0
1345,64434176.0
1346,2780406.0
1347,36699764.0
1348,8079957.0
1349,52112436.0
1350,25876044.0
1351,16052802.0
1352,3672904.8
1353,55314640.0
1354,46780230.0
1355,34019750.0
1356,24181244.0
1357,47937800.0
1358,11631517.0
1359,36751076.0
1360,12544902.0
1361,48218560.0
1362,2350041.0
1363,32446214.0
1364,24673308.0
1365,46421524.0
1366,23739754.0
1367,7416956.0
1368,52506656.0
1369,11547959.0
1370,13444730.0
1371,2068484.2
1372,15227810.0
1373,17613388.0
1374,46583150.0
1375,5605836.0
1376,3285627.8
1377,6970484.0
1378,14763520.0
1379,12257706.0
1380,5457466.5
1381,22656748.0
1382,19019664.0
1383,37501920.0
1384,37370176.0
1385,3683384.0
1386,2692606.5
1387,2301238.8
1388,12903462.0
1389,1475036.9
1390,9024147.0
1391,4592433.0
1392,24699100.0
1393,7916905.0
1394,4968706.5
1395,3450816.0
1396,40705988.0
1397,3149790.0
1398,1412451.1
1399,22968616.0
1400,4245900.0
1401,12920094.0
1402,15275083.0
1403,31387864.0
1404,17008092.0
1405,50117824.0
1406,6866151.0
1407,11882318.0
1408,10056256.0
1409,4379659.0
1410,3057718.5
1411,10190293.0
1412,6873906.5
1413,5650606.0
1414,19655484.0
1415,21837954.0
1416,1139633.1
1417,7146699.0
1418,25093980.0
1419,35349480.0
1420,19959034.0
1421,2888471.5
1422,15592711.0
1423,1669376.8
1424,2912210.0
1425,11903018.0
1426,44259150.0
1427,19918876.0
1428,8944452.0
1429,26196764.0
1430,17390284.0
1431,8928388.0
1432,46507708.0
1433,4180774.5
1434,14696136.0
1435,47418850.0
1436,4795202.0
1437,9314231.0
1438,12436478.0
1439,4901619.5
1440,3253903.2
1441,8997096.0
1442,39991816.0
1443,34868820.0
1444,4730132.0
1445,2917483.0
1446,2798633.5
1447,23899726.0
1448,1486028.4
1449,3970431.5
1450,14406449.0
1451,7394727.0
1452,36374880.0
1453,18507764.0
1454,9479718.0
1455,40944400.0
1456,37755668.0
1457,19347978.0
1458,55316320.0
1459,7612764.0
1460,9402082.0
1461,7604805.0
1462,8498320.0
1463,41806044.0
1464,5217478.0
1465,6692785.5
1466,5418422.5
1467,6430091.0
1468,12066856.0
1469,11116359.0
1470,5723980.0
1471,3254874.8
1472,4322614.0
1473,66292190.0
1474,14916183.0
1475,5670617.0
1476,4102831.5
1477,73616150.0
1478,521624.75
1479,22991714.0
1480,11800191.0
1481,54695556.0
1482,12774915.0
1483,3595733.5
1484,13015954.0
1485,24986000.0
1486,6061923.0
1487,2496591.0
1488,30845140.0
1489,11162974.0
1490,2257288.5
1491,70900450.0
1492,5112545.0
1493,8670508.0
1494,5847899.0
1495,31001632.0
1496,2528377.8
1497,12843757.0
1498,6662506.0
1499,1689302.9
1500,17022146.0
1501,12571674.0
1502,2907400.2
1503,7897113.0
1504,9122595.0
1505,44336290.0
1506,8354329.5
1507,47425692.0
1508,9844290.0
1509,42346624.0
1510,4344275.5
1511,26668992.0
1512,16282532.0
1513,7745835.0
1514,6334447.5
1515,2000379.2
1516,22869732.0
1517,2322742.2
1518,1068512.2
1519,31379232.0
1520,2441273.2
1521,20735178.0
1522,9876704.0
1523,38435124.0
1524,49245784.0
1525,16813508.0
1526,7265273.0
1527,14651224.0
1528,7105030.0
1529,3188263.2
1530,13274406.0
1531,1616216.2
1532,45122136.0
1533,12677774.0
1534,3676651.5
1535,49423610.0
1536,17497146.0
1537,55930640.0
1538,2541544.8
1539,41676652.0
1540,4794762.5
1541,4320214.0
1542,13163838.0
1543,9010413.0
1544,11274306.0
1545,20084042.0
1546,4113044.0
1547,6300607.5
1548,15758272.0
1549,61028536.0
1550,7884883.0
1551,36489410.0
1552,2622881.0
1553,33324552.0
1554,43810164.0
1555,2931050.2
1556,44257290.0
1557,16507984.0
1558,877205.75
1559,1523168.2
1560,21121578.0
1561,5170174.5
1562,1232599.0
1563,9209430.0
1564,38215132.0
1565,12333447.0
1566,8395004.0
1567,2488209.5
1568,5565796.5
1569,29724824.0
1570,10086336.0
1571,5585600.0
1572,1538775.8
1573,26854910.0
1574,21165726.0
1575,2441749.8
1576,3424574.0
1577,53282190.0
1578,4534290.5
1579,24295806.0
1580,12389476.0
1581,10609670.0
1582,6133495.0
1583,58506730.0
1584,6301742.0
1585,5687191.5
1586,1902259.2
1587,6160052.0
1588,41982772.0
1589,5572033.5
1590,30970000.0
1591,18790956.0
1592,16999708.0
1593,8273886.0
1594,11663209.0
1595,70856230.0
1596,12564812.0
1597,10324258.0
1598,15099448.0
1599,3955406.5
1600,24106844.0
1601,17879476.0
1602,40033790.0
1603,53169150.0
1604,5973401.0
1605,7105880.0
1606,1982745.1
1607,5578559.0
1608,50279196.0
1609,39176004.0
1610,2847860.2
1611,25936768.0
1612,15068334.0
1613,3838170.2
1614,9104484.0
1615,11353307.0
1616,45468156.0
1617,14275093.0
1618,25955820.0
1619,36227360.0
1620,25127966.0
1621,27842114.0
1622,19614374.0
1623,24686520.0
1624,59168850.0
1625,8000909.5
1626,3542600.2
1627,21414626.0
1628,18593658.0
1629,4862096.0
1630,17161510.0
1631,13619936.0
1632,9295996.0
1633,1695959.1
1634,33101172.0
1635,26944332.0
1636,13331212.0
1637,47577476.0
1638,5481082.0
1639,5046401.5
1640,20935420.0
1641,2214252.0
1642,9019451.0
1643,2303072.0
1644,8337112.0
1645,33793264.0
1646,626233.25
1647,29704666.0
1648,15519950.0
1649,5248676.0
1650,22553064.0
1651,31513604.0
1652,7218969.0
1653,5811649.0
1654,17033750.0
1655,21388552.0
1656,5432229.5
1657,6226470.0
1658,44120104.0
1659,18908198.0
1660,12928916.0
1661,23741088.0
1662,5638659.0
1663,34412290.0
1664,36244748.0
1665,9568457.0
1666,8599127.0
1667,9784978.0
